,artist,album,albumcount,year
96193,Fitz And The Tantrums,Pickin' Up The Pieces,3,2010
96314,Five For Fighting,Bookmarks,2,2013
96326,Five For Fighting,Slice,4,2010
96380,Five Iron Frenzy,Engine Of A Million Plots,1,2013
96410,Flame,Captured,1,2010
96422,Flame,Royal Flush,1,2013
96437,Flame,The 6th,1,2012
96510,Flatbush Zombies,3001: A Laced Odyssey,3,2016
96522,Flatbush Zombies,Vacation In Hell,4,2018
96541,Flatfoot 56,Black Thorn,2,2010
96565,Flatt & Scruggs,Flatt And Scruggs At Carnegie Hall!,6,2013
96634,Fleet Foxes,Crack-Up,3,2017
96673,Fleetwood Mac,50 Years: Don't Stop,1,2018
96746,Fleetwood Mac,Black Magic Woman,7,2010
97205,Flo Rida,Only 1 Flo Part 1 (EP),1,2010
97239,Flobots,Survival Story,2,2010
97295,Flogging Molly,Life Is Good,1,2017
97308,Flogging Molly,Speed Of Darkness,5,2011
97417,Florence + The Machine,High As Hope,5,2018
97496,Florida Georgia Line,Florida Georgia Line (EP),6,2019
97602,Flux Pavilion,Blow The Roof,1,2013
97615,Flying Colors,Second Nature,1,2014
97626,Flying Lotus,Cosmogramma,2,2010
97643,Flying Lotus,Until The Quiet Comes,3,2012
97661,Flying Lotus,You're Dead!,3,2014
97680,Flyleaf,Between The Stars,1,2014
97713,Flyleaf,New Horizons,4,2012
97724,Flyleaf,Remember To Live (EP),1,2010
97731,Foals,Holy Fire,1,2013
97742,Foals,What Went Down,1,2015
97973,Foo Fighters,Saint Cecilia EP,1,2015
98038,For All Those Sleeping,Incomplete Me,1,2014
98050,For All Those Sleeping,Outspoken,1,2012
98073,For The Fallen Dreams,Back Burner,1,2011
98085,For The Fallen Dreams,Heavy Hearts,1,2014
98095,For The Fallen Dreams,Wasted Youth,1,2012
98108,For Today,Breaker,1,2010
98120,For Today,Fight The Silence,1,2014
98132,For Today,Immortal,1,2012
98143,For Today,Prevailer (EP),1,2013
98148,For Today,Wake,1,2015
98251,Foreigner,Feels Like The First Time,4,2011
98389,Forest For The Trees,Forest For The Trees,1,2019
98391,Forever Came Calling,What Matters Most,1,2014
98403,Forever The Sickest Kids,Forever The Sickest Kids,2,2011
98414,Forever The Sickest Kids,J.A.C.K.,1,2013
98461,Forte,Forte,2,2018
98484,Fossil Collective,Tell Where I Lie,1,2013
98516,Foster The People,Sacred Hearts Club,6,2017
98589,Fountains Of Wayne,Sky Full Of Holes,2,2011
98644,Four Tet,There Is Love In You,1,2010
98881,Four Year Strong,Enemy Of The World,2,2010
98908,Four Year Strong,Four Year Strong,1,2015
98919,Four Year Strong,Go Down In History (EP),1,2014
98924,Four Year Strong,In Some Way Shape Or Form,1,2011
98969,Fourplay,Esprit de Four,1,2012
99013,Fourplay,Let's Touch The Sky,1,2010
99111,Foxy Shazam,Foxy Shazam,1,2010
99124,Foxy Shazam,The Church Of Rock And Roll,1,2012
99135,Foxygen,...And Star Power,1,2014
99159,Foxygen,We Are The 21st Century Ambassadors Of Peace & Magic,1,2013
99168,Foy Vance,Joy Of Nothing,1,2013
99178,Fozzy,Do You Wanna Start A War,1,2014
99190,Fozzy,Judas,1,2017
99201,Fozzy,Sin And Bones,1,2012
99211,Framing Hanley,A Promise To Burn,2,2010
99237,Framing Hanley,The Sum Of Who We Are,1,2014
99300,Francesca Battistelli,Own It,1,2018
99311,Franco de Vita,Franco De Vita: En Primera Fila,2,2011
99385,Frank Foster,'Til I'm Gone,1,2018
99395,Frank Foster,Boots On The Ground,1,2016
99405,Frank Foster,Good Country Music,1,2016
99415,Frank Foster,Rhythm And Whiskey,1,2014
99426,Frank Foster,Southern Soul,1,2013
99930,Frank Sinatra,The Very Best Of Frank Sinatra,2,2013
99981,Frank Sinatra,Vegas,2,2011
100052,"Frank Sinatra, Dean Martin & Sammy Davis Jr",The Rat Pack: Boys Night Out,7,2018
100076,Frank Turner,Be More Kind,1,2018
100089,Frank Turner,England Keep My Bones,1,2011
100107,Frank Turner,Positive Songs For Negative People,1,2015
100119,Frank Turner,Tape Deck Heart,1,2013
100341,Frankie Ballard,El Rio,1,2016
100352,Frankie Ballard,Sunshine & Whiskey,4,2014
100542,Franz Ferdinand,Always Ascending,1,2018
100563,Franz Ferdinand,"Right Thoughts, Right Words, Right Action",3,2013
100684,Fred Hammond,I Will Trust,1,2014
100746,Fred Hammond,"United Tenors: Hammond, Hollister, Roberson, Wilson",7,2013
100761,Fred Hammond,Worship Journal: Live,1,2016
100877,Freddie Gibbs,Freddie,1,2018
100887,Freddie Gibbs,Shadow Of A Doubt,1,2015
100904,Freddie Gibbs,You Only Live 2wice,1,2017
100912,Freddie Gibbs & Madlib,Pinata,3,2014
101035,Freddie North,Friend,5,2013
101121,Free-man,Free-man,1,2019
101134,Freelance Whales,Diluvia,1,2012
101175,Freeway,Philadelphia Freeway 2,1,2015
101190,Freeway & Jake One,The Stimulus Package,2,2010
101254,Friendly Fires,Pala,1,2011
101265,Frightened Rabbit,Painting Of A Panic Attack,1,2016
101280,Frightened Rabbit,Pedestrian Verse,1,2013
101292,Frightened Rabbit,State Hospital (EP),1,2012
101297,Frightened Rabbit,Winter Of Mixed Drinks,2,2010
101335,From Ashes To New,Day One,1,2016
101350,From Ashes To New,The Future,1,2018
101421,From Indian Lakes,Absent Sounds,1,2014
101518,Fucked Up,David Comes To Life,1,2011
101536,Fucked Up,Glass Boys,1,2014
101571,Fuel,Puppet Strings,1,2013
101915,Further Seems Forever,Penny Black,1,2012
102011,Future,Superfly (Soundtrack),6,2018
102068,Future Islands,The Far Field,1,2017
102090,Fuzz,Fuzz,3,2018
102091,G Herbo,Humble Beast,6,2018
102117,G Herbo & Southside,Swervo,5,2018
102151,G Unit,The Beast (EP),4,2015
102157,G Unit,The Beauty Of Independence (EP),3,2014
102163,G-Dragon,"Coup D'etat, Pt. 1 (EP)",1,2013
102176,G-Dragon,One Of A Kind (EP),1,2013
102236,G-Mo Skee,My Filthy Spirit Bomb,1,2016
102275,G. Love,Fixin' To Die,2,2011
102386,GRiZ,Good Will Prevail,1,2016
102426,GUNSHIP,Dark All Day,1,2018
102524,Gaelic Storm,Cabbage,1,2010
102538,Gaelic Storm,Chicken Boxer,1,2014
102554,Gaelic Storm,Full Irish: The Best Of Gaelic Storm - 2004-2014,1,2014
102569,Gaelic Storm,Matching Sweaters,1,2015
102686,Gaither Vocal Band,Greatly Blessed,2,2010
102727,Gaither Vocal Band,Pure And Simple,2,2012
102775,Gaither Vocal Band,Sometimes It Takes A Mountain,1,2014
102804,Galactic,Carnivale Electricos,1,2012
102817,Galactic,Ya-Ka-May,1,2010
102834,Galantis,Pharmacy,4,2015
102847,Galantis,The Aviary,1,2017
103125,Garbage,Not Your Kind Of People,7,2012
103136,Garbage,Strange Little Birds,2,2016
103409,Gary Clark Jr.,Live,5,2014
103424,Gary Clark Jr.,Live / North America 2016,1,2017
103436,Gary Clark Jr.,The Bright Lights (EP),1,2011
103440,Gary Clark Jr.,The Story Of Sonny Boy Slim,5,2015
103668,Gary Numan,Savage: Songs From A Broken World,1,2017
103678,Gary Numan,Splinter: Songs From A Broken Mind,1,2013
103750,Gary Puckett,The Gary Puckett Album,2,2014
103861,Gateway,Greater Than,2,2018
103876,Gateway Worship,God Be Praised,1,2010
103891,Gateway Worship,Great Great God,1,2011
103901,Gateway Worship,The More I Seek You,1,2011
103974,Gavin DeGraw,Finest Hour: The Best Of Gavin DeGraw,1,2014
104009,Gavin DeGraw,Make A Move,4,2013
104020,Gavin DeGraw,Something Worth Saving,2,2016
104055,Gemini Syndrome,Lux,1,2013
104067,Gemini Syndrome,Memento Mori,1,2016
104656,George Baker Selection,Little Green Bag,6,2019
104720,George Benson,Guitar Man,1,2011
104748,George Benson,Inspiration: A Tribute To Nat King Cole,1,2013
104944,George Carlin,I Kinda Like It When A Lotta People Die.,1,2016
105057,George Duke,DreamWeaver,2,2013
105179,George Ezra,Staying At Tamara's,1,2018
105238,George Harrison,Early Takes: Volume 1 (Soundtrack),3,2012
105621,George Jones,The Race Is On,2,2015
105623,George Jones,The Rock: Stone Cold Country 2001,7,2015
105676,George McCrae,George Mc Crae,5,2014
106562,Georgie Fame,Yeh Yeh,3,2017
106573,Gerald Albright,Slam Dunk,1,2014
106709,Gerald Levert,The Best Of Gerald Levert,5,2010
106739,Gerard Way,Hesitant Alien,3,2014
106760,Gerardo Ortiz,Archivos de Mi Vida,1,2016
106776,Gerardo Ortiz,"Comere Callado, Vol. 1: Con Norteno, Tuba y Guitarras",1,2017
106792,Gerardo Ortiz,El Primer Ministro,4,2016
106806,Gerardo Ortiz,Entre Dios y El Diablo,7,2016
106827,Gerardo Ortiz,Hoy Mas Fuerte,3,2016
106853,Gerardo Ortiz,Morir Y Existir: En Vivo,3,2011
106987,Get Scared,Everyone's Out To Get Me,1,2013
107064,Ghost,Meliora,3,2015
107074,Ghost,Popestar (EP),2,2016
107079,Ghost,Prequelle,4,2018
107089,Ghost B.C.,If You Have Ghost (EP),1,2013
107094,Ghost B.C.,Infestissumam,2,2013
107124,Ghostface Killah,36 Seasons,1,2014
107138,Ghostface Killah,Adrian Younge Presents: Twelve Reasons To Die,3,2013
107162,Ghostface Killah,Apollo Kids,4,2010
107299,Ghostland Observatory,Codename: Rondo,1,2010
107321,Gideon,Calloused,1,2014
107502,Gin Blossoms,No Chocolate Cake,1,2010
107513,Gin Wigmore,Gravel & Wine,2,2011
107639,Ginuwine,Elgin,4,2011
107702,Giorgio Moroder,Deja Vu,1,2015
107722,Giovanni,Romance,2,2018
107842,Girls,Album,2,2015
107854,Girls,"Father, Son, Holy Ghost",3,2011
107865,Girls' Generation,4th Mini Album 'mr. Mr.' (EP),1,2014
107871,Girls' Generation-TTS,Twinkle (EP),1,2012
108129,Glass Animals,How To Be A Human Being,3,2016
108140,Glass Animals,Zaba,1,2014
108151,Glass Cloud,Perfect War Forever (EP),1,2013
108178,Glasses Malone,Beach Cruiser,1,2011
108227,Glen Campbell,Adios,5,2017
108251,Glen Campbell,Best Of Glen Campbell,6,2016
108314,Glen Campbell,Ghost On The Canvas,4,2011
108470,Glen Campbell,See You There,1,2013
108527,Glen Hansard,Didn't He Ramble,1,2015
108537,Glen Hansard,Drive All Night (EP),1,2013
108541,Glen Hansard,Rhythm And Repose,4,2012
108813,Gloria Estefan,The Standards,6,2013
108865,Gloria Gaynor,Glorious,4,2019
108913,Gloria Trevi,De Pelicula,1,2013
108925,Gloria Trevi,Gloria,2,2019
108946,Gloria Trevi & Alejandra Guzman,Versus,1,2017
108956,Gloriana,A Thousand Miles Left Behind,7,2012
108981,Gloriana,Three,1,2015
109022,Go Radio,Close The Distance,1,2012
109037,Go Radio,Lucky Street,1,2011
109143,Goapele,Break Of Dawn,1,2011
109153,Goapele,Strong As Glass,1,2014
109163,Goat,Commune,1,2014
109182,Goatwhore,Constricting Rage Of The Merciless,1,2014
109193,God Forbid,Equilibrium,1,2012
109216,God Help The Girl,God Help The Girl,1,2014
109350,Godsmack,Live & Inspired,5,2012
109386,Godsmack,When Legends Rise,7,2018
109397,Godspeed You! Black Emperor,Allelujah! Don't Bend! Ascend!,2,2012
109401,Godspeed You! Black Emperor,"Asunder, Sweet And Other Distress",1,2015
109405,Godz,Godz,5,2019
109416,Gogol Bordello,Pura Vida Conspiracy,2,2013
109442,Gogol Bordello,Trans-Continental Hustle,3,2010
109455,Gojira,L'enfant Sauvage,2,2012
109468,Gojira,Magma,1,2016
109504,Golddiggers,The Golddiggers,7,2010
109641,Goldfrapp,Head First,2,2010
109660,Goldfrapp,Silver Eye,1,2017
109683,Goldfrapp,Tales Of Us,1,2013
109730,Gomez,Whatever's On Your Mind,1,2011
109754,Goo Goo Dolls,Boxes,2,2016
109835,Goo Goo Dolls,Magnetic,5,2013
109848,Goo Goo Dolls,Something For The Rest Of Us,6,2010
109862,Goo Goo Dolls,Vol. 2,1,2018
109873,Good Charlotte,Cardiology,2,2010
109888,Good Charlotte,Generation Rx,1,2018
109941,Good Charlotte,Youth Authority,2,2016
109953,Good Old War,Come Back As Rain,1,2012
109964,Good Old War,Good Old War,1,2017
109969,Goodie Mob,Age Against The Machine,5,2013
110207,Gorilla Zoe,King Kong,2,2011
110345,Gorillaz,The Fall,3,2010
110360,Gorillaz,The Now Now,7,2018
110383,Gossip,A Joyful Noise,1,2012
110433,Gov't Mule,Dark Side Of The Mule,1,2014
110483,Gov't Mule,Mulennium,3,2010
110509,Gov't Mule,Revolution Come... Revolution Go,1,2017
110527,Gov't Mule,Shout!,2,2013
110571,Gov't Mule,The Georgia Bootleg Box,1,2012
110621,Gov't Mule,The Tel-Star Sessions,1,2016
110631,Gov't Mule Featuring John Scofield,Sco-Mule,1,2015
110642,Grace,FMA,6,2016
110722,Grace Potter,Midnight,2,2015
110791,Grace VanderWaal,Just The Beginning,2,2017
110822,Graffiti6,Colours,2,2010
110910,Graham Nash,This Path Tonight,1,2016
111242,Grandaddy,Last Place,1,2017
111309,Granger Smith,Dirt Road Driveway,2,2013
111321,Granger Smith,Remington,5,2016
111336,Granger Smith,They Were There: A Hero's Documentary (Soundtrack),1,2018
111347,Granger Smith,When The Good Guys Win,1,2017
111362,Grateful Dead,30 Trips Around the Sun: The Definitive Live Story 1965-1995,1,2015
111445,Grateful Dead,"Crimson, White & Indigo: July 7, 1989 JFK Stadium, Philadelphia",1,2010
111560,Grateful Dead,"Fare Thee Well: Chicago, IL, Soldier Field, July 3rd, 4th, 5th, 2015",1,2015
111709,Grateful Dead,Pacific Northwest '73-'74: The Complete Collection,1,2018
111758,Grateful Dead,Red Rocks 7/8/78,1,2016
111782,Grateful Dead,Road Trips: Vol. 4 No. 4: Spectrum 4-6-82,1,2014
111932,Grateful Dead,Spring 1990: The Other One,1,2012
111992,Grateful Dead,"Sunshine Daydream: Veneta, Oregon August 27, 1972",1,2013
112063,Grateful Dead,"Wake Up To Find Out: Nassau Coliseum, Uniondale, NY - 3/29/1990",1,2014
112190,Great Big Sea,Safe Upon The Shore,1,2010
112265,Greeley Estates,The Death Of Greeley Estates,1,2011
112307,Green Day,Awesome As F**k,3,2011
112340,Green Day,Demolicious,1,2014
112523,Green River Ordinance,Chasing Down The Wind (EP),1,2013
112530,Green River Ordinance,Fifteen,1,2016
112541,Green River Ordinance,Under Fire,1,2012
112556,Greensky Bluegrass,If Sorrows Swim,1,2014
112662,Greg Laswell,Landline,1,2012
112673,Greg Laswell,Take A Bow,1,2010
112698,Gregg Allman,"Gregg Allman Live: Back to Macon, GA: January 14, 2014",1,2015
112745,Gregg Allman,Southern Blood,4,2017
112788,Gregory Alan Isakov,Evening Machines,1,2018
112800,Gregory Alan Isakov,The Weatherman,2,2013
112813,Gregory Alan Isakov With The Colorado Symphony,Gregory Alan Isakov With The Colorado Symphony,1,2016
112824,Gregory Porter,Liquid Spirit,2,2015
112826,Gregory Porter,Take Me To The Alley,1,2016
112882,Gretchen Wilson,I Got Your Country Right Here,5,2010
112894,Gretchen Wilson,Right On Time,1,2013
112909,Greyson Chance,Hold On 'til The Night,6,2011
112919,Grieves,Together/Apart,1,2011
112935,Grieves,Winter & The Wolves,1,2014
112977,Grimes,Art Angels,6,2015
112991,Grimes,Visions,1,2012
113038,Grinderman,Grinderman 2,3,2010
113047,Grizfolk,Waking Up The Giants,1,2015
113059,Grizzly Bear,Painted Ruins,1,2017
113070,Grizzly Bear,Shields,7,2012
113108,Group 1 Crew,Outta Space Love,1,2010
113120,Grouplove,Big Mess,1,2017
113144,Grouplove,Spreading Rumours,3,2013
113464,Gucci Mane,El Gato: The Human Glacier,3,2017
113490,Gucci Mane,Evil Genius,5,2018
113508,Gucci Mane,Gucci Mane Presents: Bird Money (Mixtape),1,2010
113588,Gucci Mane,The Appeal: Georgia's Most Wanted,7,2010
113616,Gucci Mane,The Return Of Mr. Zone 6,5,2011
113656,Gucci Mane,Trap House 3,3,2015
113673,Gucci Mane,Trap House Four,1,2015
113708,Gucci Mane,Woptober,2,2016
113782,Gungor,A Creation Liturgy: Live,1,2012
113795,Gungor,Ghosts Upon The Earth,1,2011
113807,Gungor,I Am Mountain,1,2013
113819,Gungor,One Wild Life: Soul,1,2016
113857,Gunplay,Living Legend,1,2015
114030,Guster,Easy - Wonderful,4,2010
114045,Guster,Evermotion,1,2015
114095,Guster,Live Acoustic,1,2013
114125,Guy Clark,My Favorite Picture Of You,2,2013
114136,Guy Clark,Songs And Stories,1,2011
114159,Guy Penrod,Breathe Deep,2,2010
114173,Guy Penrod,Live: Hymns & Worship,1,2016
114221,Gwar,Battle Maximus,1,2013
114321,Gym Class Heroes,The Papercut Chronicles II,1,2011
114353,Gyptian,Hold You,1,2010
114435,H.E.R.,I Used To Know Her: Part 2 (EP),1,2018
114453,HAIM,Something To Tell You,2,2017
114475,HIM,Deep Shadows And Brilliant Highlights,1,2014
114496,HIM,Love Metal,1,2012
114532,HIM,Tears On Tape,2,2013
114579,Hail Mary Mallon,Bestiary,1,2014
114596,Hailee Steinfeld,Haiz (EP),1,2016
114633,Halestorm,"Hello, It's Mz. Hyde (EP)",1,2012
114652,Halestorm,ReAniMate 3.0: The CoVeRs eP,2,2017
114658,Halestorm,Reanimate 2.0: The Covers (EP),2,2013
114680,Halestorm,Vicious,2,2018
114693,Haley Reinhart,Listen Up!,5,2012
114758,Halloween FX Productions,Halloween Haunted House,3,2015
114824,Halsey,Room 93 (EP),3,2015
114846,Hamilton Leithauser + Rostam,I Had A Dream That You Were Mine,1,2016
114860,Handguns,Angst,1,2012
114872,Hands Like Houses,Dissonants,1,2016
114884,Hands Like Houses,Ground Dweller,1,2012
114895,Hands Like Houses,Reimagine (EP),1,2014
114900,Hands Like Houses,Unimagine,2,2013
114952,Hank Williams III,Brothers Of The 4X4,2,2013
114981,Hank Williams III,Ghost To A Ghost/Gutter Town,2,2011
115011,Hank Williams III,Hillbilly Joker,1,2011
115021,Hank Williams III,Long Gone Daddy,1,2012
115044,Hank Williams III,Rebel Within,3,2010
115106,Hank Williams Jr.,Best Of: All My Rowdy Friends,1,2012
115255,Hank Williams Jr.,It's About Time,5,2015
115397,Hannah Huston,The Voice: The Complete Season 10 Collection,1,2016
115429,Hanson,Anthem,1,2013
115442,Hanson,"Finally, It's Christmas",1,2017
115479,Hanson,Shout It Out,2,2010
115572,Hard Working Americans,Hard Working Americans,2,2014
115583,Hard Working Americans,Rest In Chaos,1,2016
115596,Hardwell,Hardwell Presents: Revealed: Volume 4,1,2018
115646,Hardwell,United We Are,2,2015
115732,Harry Belafonte,"Ballads, Blues And Boasters",7,2017
115976,"Harry Connick, Jr.",Every Man Should Know,5,2013
116004,"Harry Connick, Jr.",In Concert On Broadway,2,2011
116103,"Harry Connick, Jr.",That Would Be Me,2,2015
116210,Harvey,Cristo Redentor,4,2014
116220,Harvey,Righteous,3,2014
116229,Harvey,The Snake,3,2014
116269,Haste The Day,Attack Of The Wolf King,1,2010
116280,Haste The Day,Coward,1,2015
116375,Hatebreed,The Concrete Confessional,1,2016
116388,Hatebreed,The Divinity Of Purpose,3,2013
116434,Havoc,The Kush,1,2016
116444,Havok,Unnatural Selection,1,2013
116479,Hawk Nelson,Made,1,2013
116571,Hawthorne Heights,Zero,1,2013
116586,Hayes Carll,KMAG YOYO (& Other American Stories),2,2011
116598,Hayes Carll,Lovers And Leavers,1,2016
116671,He Is Legend,Few,1,2017
116683,He Is Legend,Heavy Fruit,1,2014
116792,Heart,Beautiful Broken,1,2016
116858,Heart,Fanatic,3,2012
116911,Heart,Red Velvet Car,6,2010
116962,Heartless Bastards,Arrow,3,2012
116992,Heather Headley,Only One In The World,1,2012
117223,Hector Lavoe,El Cantante: The Originals,3,2013
117238,Heffron Drive,Happy Mistakes,1,2014
117393,HellYeah,Blood For Blood,4,2014
117428,HellYeah,Unden!able,2,2016
117442,Hellogoodbye,Everything Is Debatable,1,2013
117453,Hellogoodbye,Would It Kill You?,1,2010
117506,Helloween,Straight Out Of Hell,1,2013
117858,Henry Mancini,"What Did You Do In The War, Daddy?",2,2014
117881,Henson Cargill,Skip A Rope,2,2015
117938,Herb Alpert,In The Mood,1,2014
118472,Hey Monday,Beneath It All (EP),2,2010
118478,Hey Violet,From The Outside,1,2017
118490,Hey Violet,I Can Feel It (EP),1,2015
118495,Hezekiah Walker,"""Better"": Azusa - The Next Generation 2",2,2016
118596,Hiatus Kaiyote,Choose Your Weapon,1,2015
118629,High On Fire,De Vermis Mysteriis,2,2012
118650,High On Fire,Electric Messiah,1,2018
118659,High On Fire,Luminiferous,1,2015
118668,High On Fire,Snakes For The Divine,2,2010
118676,Highlands Worship,Place Of Freedom,1,2012
118688,Highly Suspect,Mister Asylum,1,2015
118698,Highly Suspect,The Boy Who Died Wolf,1,2016
118723,Hilary Duff,Breathe In. Breathe Out.,4,2015
118792,Hillsong UNITED,Aftermath,5,2011
118831,Hillsong UNITED,Live In Miami,2,2012
118853,Hillsong UNITED,Of Dirt And Grace: Live From The Land,5,2016
118885,Hillsong UNITED,Wonder,4,2017
118917,Hillsong UNITED,the white album [remix project],2,2014
118931,Hillsong Worship,A Beautiful Exchange: Live,7,2010
118959,Hillsong Worship,Let There Be Light,5,2016
118997,Hillsong Worship,Open Heaven / River Wild,3,2015
119028,Hillsong Worship,There Is More,2,2018
119061,Hillsong Young & Free,III,1,2018
119078,Hillsong Young & Free,This Is Living (EP),1,2015
119083,Hillsong Young & Free,We Are Young & Free,4,2013
119098,Hillsong Young & Free,Youth Revival,1,2016
119142,Hinder,Welcome To The Freakshow,2,2012
119153,Hinder,When The Smoke Clears,1,2015
119173,Hippo Campus,Landmark,1,2017
119240,Hit The Lights,Invicta,1,2012
119304,Hole,Nobody's Daughter,3,2010
119337,Holly Williams,The Highway,1,2013
119348,Hollyn,One-Way Conversations,1,2017
119377,Hollywood Undead,Day Of The Dead,5,2015
119402,Hollywood Undead,Five,1,2017
119442,Hollywood Vampires,Hollywood Vampires,2,2015
119477,Home Free,Country Evolution,1,2015
119491,Home Free,Crazy Life,4,2014
119502,Home Free,Full Of (Even More) Cheer,2,2016
119513,Home Free,Timeless,1,2017
119560,Honor Society,A Tale Of Risky Business Part 2,1,2011
119589,Hoobastank,Fight Or Flight,1,2012
119613,Hoodie Allen,All American (EP),2,2012
119621,Hoodie Allen,Americoustic (EP),1,2013
119627,Hoodie Allen,Happy Camper,1,2016
119651,Hoodie Allen,The Hype,1,2017
119810,Hootie & The Blowfish,The Best Of Hootie & The Blowfish: 1993 Thru 2003,7,2012
119824,Hope Sandoval & The Warm Inventions,Through The Devil Softly,1,2010
119835,Hopsin,Knock Madness,2,2013
